"protein","entry_name","description","family","gene_symbol","expression_tissue"
"P61803","DAD1_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1)","Other TMP","DAD1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q14118","DAG1_HUMAN","Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]","Other TMP","DAG1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9Y4D2","DGLA_HUMAN","Diacylglycerol lipase-alpha (DAGL-alpha) (DGL-alpha) (EC 3.1.1.116) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha)","Other TMP","DAGLA","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8NCG7","DGLB_HUMAN","Diacylglycerol lipase-beta (DAGL-beta) (DGL-beta) (EC 3.1.1.116) (KCCR13L) (PUFA-specific triacylglycerol lipase) (EC 3.1.1.3) (Sn1-specific diacylglycerol lipase beta)","Other TMP","DAGLB","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P09172","DOPO_HUMAN","Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase]","Other TMP","DBH","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/THM/UB"
"Q5H9S7","DCA17_HUMAN","DDB1- and CUL4-associated factor 17","Other TMP","DCAF17",""
"Q8N8Z6","DCBD1_HUMAN","Discoidin, CUB and LCCL domain-containing protein 1","Other TMP","DCBLD1","AD/BRN/EYE/GAT/KID/LUN/PCR/PRS/SKN/SIT/SPL/STM/TES/UB"
"Q96PD2","DCBD2_HUMAN","Discoidin, CUB and LCCL domain-containing protein 2 (CUB, LCCL and coagulation factor V/VIII-homology domains protein 1) (Endothelial and smooth muscle cell-derived neuropilin-like protein)","Other TMP","DCBLD2","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/PRS/SCAT/SIT/SPL/STM/TES/THM/TON/UB"
"P43146","DCC_HUMAN","Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC)","Other TMP","DCC","AD/BAT/BRN/EYE/GAT/KID/MAT/PRS/SCAT/SKN/SPL/STM"
"P81605","DCD_HUMAN","Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1]","Other TMP","DCD",""
"Q96JQ0","PCD16_HUMAN","Protocadherin-16 (Cadherin-19) (Cadherin-25) (Fibroblast cadherin-1) (Protein dachsous homolog 1)","Other TMP","DCHS1","AD/BRN/EYE/GAT/LUN/MAT/PCR/PRS/SCAT/SKN/SPL/STM/THM/TON/UB"
"Q5T197","DCST1_HUMAN","E3 ubiquitin-protein ligase DCST1 (EC 2.3.2.27) (DC-STAMP domain-containing protein 1) (RING-type E3 ubiquitin transferase)","Other TMP","DCST1","LUN/STM/TES"
"Q9H295","DCSTP_HUMAN","Dendritic cell-specific transmembrane protein (DC-STAMP) (hDC-STAMP) (Dendrocyte-expressed seven transmembrane protein) (IL-four-induced protein) (FIND) (Transmembrane 7 superfamily member 4)","Other TMP","DCSTAMP",""
"P40126","TYRP2_HUMAN","L-dopachrome tautomerase (DCT) (DT) (EC 5.3.3.12) (L-dopachrome Delta-isomerase) (Tyrosinase-related protein 2) (TRP-2) (TRP2)","Other TMP","DCT","EYE/SKN/SIT"
"P39656","OST48_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)","Other TMP","DDOST","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O15121","DEGS1_HUMAN","Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Cell migration-inducing gene 15 protein) (Degenerative spermatocyte homolog 1) (Dihydroceramide desaturase-1) (Membrane lipid desaturase) (Retinol isomerase) (EC 5.2.1.-)","Other TMP","DEGS1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q6QHC5","DEGS2_HUMAN","Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase)","Other TMP","DEGS2","KID/MAT/PRS/SKN/SIT/STM/THM/UB"
"Q6ZUT9","DEN5B_HUMAN","DENN domain-containing protein 5B (Rab6IP1-like protein)","Other TMP","DENND5B","BRN/HRT/KID/LIV/LUN/MAT/PRS/SKN/SIT/SPL/STM/TES/THM/UB"
"Q9GZP9","DERL2_HUMAN","Derlin-2 (Degradation in endoplasmic reticulum protein 2) (DERtrin-2) (Der1-like protein 2) (F-LAN-1) (F-LANa)","Other TMP","DERL2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96Q80","DERL3_HUMAN","Derlin-3 (Degradation in endoplasmic reticulum protein 3) (DERtrin-3) (Der1-like protein 3)","Other TMP","DERL3","GAT/LIV/LUN/MAT/PCR/PRS/SIT/SPL/STM/TES/THM/UB"
"O75907","DGAT1_HUMAN","Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)","Other TMP","DGAT1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96PD7","DGAT2_HUMAN","Diacylglycerol O-acyltransferase 2 (EC 2.3.1.20) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase 2)","Other TMP","DGAT2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q6ZPD8","DG2L6_HUMAN","Diacylglycerol O-acyltransferase 2-like protein 6 (EC 2.3.1.-) (Diacylglycerol O-acyltransferase candidate 3) (hDC3)","Other TMP","DGAT2L6","EYE/SKN"
"P98153","IDD_HUMAN","Integral membrane protein DGCR2/IDD","Other TMP","DGCR2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P52429","DGKE_HUMAN","Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon)","Other TMP","DGKE","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q15392","DHC24_HUMAN","Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1)","Other TMP","DHCR24","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9UBM7","DHCR7_HUMAN","7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Cholesterol-5,6-epoxide hydrolase subunit DHCR7) (EC 3.3.2.11) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)","Other TMP","DHCR7","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q02127","PYRD_HUMAN","Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)","Other TMP","DHODH","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O75911","DHRS3_HUMAN","Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)","Other TMP","DHRS3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q6IAN0","PEXRP_HUMAN","Peroxisomal reductase activating PPAR-gamma (PexRAP) (EC 1.1.1.101) (Dehydrogenase/reductase SDR family member 7B) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1)","Other TMP","DHRS7B","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q92813","IOD2_HUMAN","Type II iodothyronine deiodinase (EC 1.21.99.4) (5DII) (DIOII) (Type 2 DI) (Type-II 5'-deiodinase)","Other TMP","DIO2",""
"P55073","IOD3_HUMAN","Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase)","Other TMP","DIO3","BRN"
"Q5T7M9","DIK1A_HUMAN","Divergent protein kinase domain 1A (Protein FAM69A)","Other TMP","DIPK1A","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q5VUD6","DIK1B_HUMAN","Divergent protein kinase domain 1B (Protein FAM69B)","Other TMP","DIPK1B","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q0P6D2","DIK1C_HUMAN","Divergent protein kinase domain 1C (Protein FAM69C)","Other TMP","DIPK1C","EYE/SKN"
"Q96F81","DISP1_HUMAN","Protein dispatched homolog 1","Other TMP","DISP1","AD/BAT/BRN/EYE/GAT/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"A7MBM2","DISP2_HUMAN","Protein dispatched homolog 2","Other TMP","DISP2","AD/BRN/EYE/GAT/LIV/PRS/SKN/SIT/STM"
"Q9P2K9","DISP3_HUMAN","Protein dispatched homolog 3 (Patched domain-containing protein 2)","Other TMP","DISP3","BRN/EYE"
"P80370","DLK1_HUMAN","Protein delta homolog 1 (DLK-1) (pG2) [Cleaved into: Fetal antigen 1 (FA1)]","Other TMP","DLK1","AD/BRN/THM/TON/UB"
"Q6UY11","DLK2_HUMAN","Protein delta homolog 2 (DLK-2) (Epidermal growth factor-like protein 9) (EGF-like protein 9)","Other TMP","DLK2",""
"O00548","DLL1_HUMAN","Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1)","Other TMP","DLL1","LUN/SIT/SPL/THM"
"Q9NYJ7","DLL3_HUMAN","Delta-like protein 3 (Drosophila Delta homolog 3) (Delta3)","Other TMP","DLL3","TES"
"Q9NR61","DLL4_HUMAN","Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4)","Other TMP","DLL4","AD/BAT/GAT/KID/LIV/LUN/MAT/SIT/SPL/THM"
"Q96GE9","DMAC1_HUMAN","Distal membrane-arm assembly complex protein 1 (Transmembrane protein 261)","Other TMP","DMAC1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q09013","DMPK_HUMAN","Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase)","Other TMP","DMPK","AD/BAT/EYE/GAT/HRT/LUN/MAT/SKM/PCR/PRS/SCAT/SIT/SPL/STM/THM/TON/UB"
"Q9NXW2","DJB12_HUMAN","DnaJ homolog subfamily B member 12","Other TMP","DNAJB12","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8TBM8","DJB14_HUMAN","DnaJ homolog subfamily B member 14","Other TMP","DNAJB14","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96KC8","DNJC1_HUMAN","DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1)","Other TMP","DNAJC1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9Y2G8","DJC16_HUMAN","DnaJ homolog subfamily C member 16 (Endoplasmic reticulum DNA J domain-containing protein 8) (ER-resident protein ERdj8) (ERdj8)","Other TMP","DNAJC16","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9H819","DJC18_HUMAN","DnaJ homolog subfamily C member 18","Other TMP","DNAJC18","AD/BAT/BRN/EYE/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SPL/STM/TES/THM/UB"
"Q8N4W6","DJC22_HUMAN","DnaJ homolog subfamily C member 22","Other TMP","DNAJC22","KID/LIV/PCR/SIT/STM"
"Q9H1X3","DJC25_HUMAN","DnaJ homolog subfamily C member 25","Other TMP","DNAJC25","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96LL9","DJC30_HUMAN","DnaJ homolog subfamily C member 30, mitochondrial (Williams-Beuren syndrome chromosomal region 18 protein)","Other TMP","DNAJC30","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NNZ3","DNJC4_HUMAN","DnaJ homolog subfamily C member 4 (DnaJ-like protein HSPF2) (Multiple endocrine neoplasia type 1 candidate protein number 18)","Other TMP","DNAJC4","AD/BAT/EYE/GAT/HRT/LIV/MAT/SKM/PCR/PRS/SCAT/SKN/STM/TES/THM/TON/UB"
"Q8NFT8","DNER_HUMAN","Delta and Notch-like epidermal growth factor-related receptor","Other TMP","DNER","AD/BRN/EYE/PRS/TES/UB"
"Q9UPQ8","DOLK_HUMAN","Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15)","Other TMP","DOLK","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q86YN1","DOPP1_HUMAN","Dolichyldiphosphatase 1 (EC 3.6.1.43) (Dolichyl pyrophosphate phosphatase 1)","Other TMP","DOLPP1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9H3H5","GPT_HUMAN","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)","Other TMP","DPAGT1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O94777","DPM2_HUMAN","Dolichol phosphate-mannose biosynthesis regulatory protein (Dolichol-phosphate mannose synthase subunit 2) (DPM synthase subunit 2)","Other TMP","DPM2",""
"Q9P2X0","DPM3_HUMAN","Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1)","Other TMP","DPM3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8N608","DPP10_HUMAN","Inactive dipeptidyl peptidase 10 (Dipeptidyl peptidase IV-related protein 3) (DPRP-3) (Dipeptidyl peptidase X) (DPP X) (Dipeptidyl peptidase-like protein 2) (DPL2)","Other TMP","DPP10","BRN/EYE/MAT/SCAT/SKN/SIT/SPL/STM/THM"
"P27487","DPP4_HUMAN","Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]","Other TMP","DPP4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P42658","DPP6_HUMAN","A-type potassium channel modulatory protein DPP6 (DPPX) (Dipeptidyl aminopeptidase-like protein 6) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)","Other TMP","DPP6","AD/BAT/BRN/EYE/KID/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q2PZI1","D19L1_HUMAN","Protein C-mannosyl-transferase DPY19L1 (EC 2.4.1.-) (Dpy-19-like protein 1) (Protein dpy-19 homolog 1)","Other TMP","DPY19L1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q6ZPD9","D19L3_HUMAN","Protein C-mannosyl-transferase DPY19L3 (EC 2.4.1.-) (Dpy-19-like protein 3) (Protein dpy-19 homolog 3)","Other TMP","DPY19L3","AD/BRN/EYE/GAT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/UB"
"Q7Z388","D19L4_HUMAN","Probable C-mannosyltransferase DPY19L4 (EC 2.4.1.-) (Dpy-19-like protein 4) (Protein dpy-19 homolog 4)","Other TMP","DPY19L4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8N682","DRAM1_HUMAN","DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator)","Other TMP","DRAM1","LUN/PCR/SCAT"
"Q6UX65","DRAM2_HUMAN","DNA damage-regulated autophagy modulator protein 2 (Transmembrane protein 77)","Other TMP","DRAM2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q08554","DSC1_HUMAN","Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3)","Other TMP","DSC1","PRS/SKN/STM/TON"
"Q02487","DSC2_HUMAN","Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III)","Other TMP","DSC2","AD/EYE/HRT/LIV/LUN/MAT/PCR/PRS/SKN/SIT/SPL/STM/THM/TON/UB"
"Q14574","DSC3_HUMAN","Desmocollin-3 (Cadherin family member 3) (Desmocollin-4) (HT-CP)","Other TMP","DSC3","EYE/MAT/SCAT/SKN/SIT/SPL/STM/THM/TON"
"O60469","DSCAM_HUMAN","Cell adhesion molecule DSCAM (CHD2) (Down syndrome cell adhesion molecule)","Other TMP","DSCAM","BRN/EYE/LIV/LUN/PCR/PRS/SKN/SIT/SPL/THM"
"Q8TD84","DSCL1_HUMAN","Cell adhesion molecule DSCAML1 (Down syndrome cell adhesion molecule 2) (Down syndrome cell adhesion molecule-like protein 1)","Other TMP","DSCAML1","BRN/EYE/SIT"
"Q9UL01","DSE_HUMAN","Dermatan-sulfate epimerase (DS epimerase) (EC 5.1.3.19) (Chondroitin-glucuronate 5-epimerase) (Squamous cell carcinoma antigen recognized by T-cells 2) (SART-2)","Other TMP","DSE","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8IZU8","DSEL_HUMAN","Dermatan-sulfate epimerase-like protein (EC 5.1.-.-)","Other TMP","DSEL","SKN"
"Q02413","DSG1_HUMAN","Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen)","Other TMP","DSG1",""
"Q14126","DSG2_HUMAN","Desmoglein-2 (Cadherin family member 5) (HDGC)","Other TMP","DSG2","AD/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/THM/TON/UB"
"P32926","DSG3_HUMAN","Desmoglein-3 (130 kDa pemphigus vulgaris antigen) (PVA) (Cadherin family member 6)","Other TMP","DSG3","EYE/SKN/STM/TON/UB"
"Q86SJ6","DSG4_HUMAN","Desmoglein-4 (Cadherin family member 13)","Other TMP","DSG4","BRN/GAT/KID/LUN/MAT/PCR/SCAT/SKN/SIT/SPL"
"Q03001","DYST_HUMAN","Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein)","Other TMP","DST","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NRD9","DUOX1_HUMAN","Dual oxidase 1 (EC 1.-.-.-) (EC 1.11.1.-) (EC 1.6.3.1) (Large NOX 1) (Long NOX 1) (NADPH thyroid oxidase 1) (Thyroid oxidase 1)","Other TMP","DUOX1",""
"Q9NRD8","DUOX2_HUMAN","Dual oxidase 2 (EC 1.-.-.-) (EC 1.11.1.-) (EC 1.6.3.1) (Large NOX 2) (Long NOX 2) (NADH/NADPH thyroid oxidase p138-tox) (NADPH oxidase/peroxidase DUOX2) (NADPH thyroid oxidase 2) (Thyroid oxidase 2) (p138 thyroid oxidase)","Other TMP","DUOX2",""
"O75923","DYSF_HUMAN","Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)","Other TMP","DYSF","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O00559","RCAS1_HUMAN","Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein)","Other TMP","EBAG9","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/UB"
"Q15125","EBP_HUMAN","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)","Other TMP","EBP","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9BY08","EBPL_HUMAN","Emopamil-binding protein-like (Emopamil-binding-related protein)","Other TMP","EBPL","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/UB"
"P42892","ECE1_HUMAN","Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)","Other TMP","ECE1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P0DPD6","ECE2_HUMAN","Endothelin-converting enzyme 2 (ECE-2) (EC 3.4.24.71)","Other TMP","ECE2","AD/BAT/BRN/EYE/HRT/MAT/PCR/PRS/SCAT/SKN/STM/TON/UB"
"O95672","ECEL1_HUMAN","Endothelin-converting enzyme-like 1 (EC 3.4.24.-) (Xce protein)","Other TMP","ECEL1","AD/BRN"
"Q19T08","ECSCR_HUMAN","Endothelial cell-specific chemotaxis regulator (Apoptosis regulator through modulating IAP expression) (ARIA) (Endothelial cell-specific molecule 2)","Other TMP","ECSCR","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q92838","EDA_HUMAN","Ectodysplasin-A (Ectodermal dysplasia protein) (EDA protein) [Cleaved into: Ectodysplasin-A, membrane form; Ectodysplasin-A, secreted form]","Other TMP","EDA","BAT/PCR"
"Q92611","EDEM1_HUMAN","ER degradation-enhancing alpha-mannosidase-like protein 1","Other TMP","EDEM1","AD/BAT/EYE/GAT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/UB"
"P98172","EFNB1_HUMAN","Ephrin-B1 (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) [Cleaved into: Ephrin-B1 C-terminal fragment (Ephrin-B1 CTF); Ephrin-B1 intracellular domain (Ephrin-B1 ICD)]","Other TMP","EFNB1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P52799","EFNB2_HUMAN","Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L)","Other TMP","EFNB2","AD/BRN/EYE/GAT/HRT/KID/LUN/MAT/PCR/PRS/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q15768","EFNB3_HUMAN","Ephrin-B3 (EPH-related receptor transmembrane ligand ELK-L3) (EPH-related receptor tyrosine kinase ligand 8) (LERK-8)","Other TMP","EFNB3","BRN/EYE/GAT/HRT/MAT/SKN/TES"
"P01133","EGF_HUMAN","Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)]","Other TMP","EGF","BAT/BRN/EYE/HRT/KID/SKM/PCR/PRS/SKN/STM/TON/UB"
